image_name,species,file_path,image_path,blurry_image,humans_present,other_taxa,niqe_score
Bellis_perennis_4520.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_123\Bellis_perennis\Bellis_perennis_4520.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Bellis_perennis/Bellis_perennis_4520.jpg,No,Yes,No,5.22153182386699
Bellis_perennis_76048.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_123\Bellis_perennis\Bellis_perennis_76048.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Bellis_perennis/Bellis_perennis_76048.jpg,No,Yes,No,3.7274597585180778
Bellis_perennis_18869.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_123\Bellis_perennis\Bellis_perennis_18869.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Bellis_perennis/Bellis_perennis_18869.jpg,No,Yes,No,6.144828470266642
Bellis_perennis_38650.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_123\Bellis_perennis\Bellis_perennis_38650.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Bellis_perennis/Bellis_perennis_38650.jpg,No,Yes,No,3.617113782464784
Bellis_perennis_53369.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_123\Bellis_perennis\Bellis_perennis_53369.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Bellis_perennis/Bellis_perennis_53369.jpg,No,Yes,No,3.2688042031435227
Bellis_perennis_67132.jpeg,Bellis perennis,E:\iNaturalist	est_images_200\seed_123\Bellis_perennis\Bellis_perennis_67132.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Bellis_perennis/Bellis_perennis_67132.jpeg,No,Yes,No,3.728734499034707
Bellis_perennis_57176.jpeg,Bellis perennis,E:\iNaturalist	est_images_200\seed_123\Bellis_perennis\Bellis_perennis_57176.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Bellis_perennis/Bellis_perennis_57176.jpeg,No,Yes,No,2.6202499197513487
Bellis_perennis_63092.jpeg,Bellis perennis,E:\iNaturalist	est_images_200\seed_123\Bellis_perennis\Bellis_perennis_63092.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Bellis_perennis/Bellis_perennis_63092.jpeg,No,Yes,No,4.148293522153336
Leucanthemum_vulgare_95323.jpg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_123\Leucanthemum_vulgare\Leucanthemum_vulgare_95323.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Leucanthemum_vulgare/Leucanthemum_vulgare_95323.jpg,No,Yes,No,2.591300351008457
Leucanthemum_vulgare_98164.jpg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_123\Leucanthemum_vulgare\Leucanthemum_vulgare_98164.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Leucanthemum_vulgare/Leucanthemum_vulgare_98164.jpg,No,Yes,No,3.8093686341339423
Leucanthemum_vulgare_105747.jpg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_123\Leucanthemum_vulgare\Leucanthemum_vulgare_105747.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Leucanthemum_vulgare/Leucanthemum_vulgare_105747.jpg,No,Yes,No,3.2019998750521346
Leucanthemum_vulgare_91019.jpg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_123\Leucanthemum_vulgare\Leucanthemum_vulgare_91019.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Leucanthemum_vulgare/Leucanthemum_vulgare_91019.jpg,No,Yes,Yes,2.970771342224436
Leucanthemum_vulgare_104683.jpeg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_123\Leucanthemum_vulgare\Leucanthemum_vulgare_104683.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Leucanthemum_vulgare/Leucanthemum_vulgare_104683.jpeg,No,Yes,No,2.992226656857095
Leucanthemum_vulgare_93618.jpeg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_123\Leucanthemum_vulgare\Leucanthemum_vulgare_93618.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Leucanthemum_vulgare/Leucanthemum_vulgare_93618.jpeg,No,Yes,No,3.364702760632421
Leucanthemum_vulgare_109294.jpeg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_123\Leucanthemum_vulgare\Leucanthemum_vulgare_109294.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Leucanthemum_vulgare/Leucanthemum_vulgare_109294.jpeg,No,Yes,No,3.648681645612129
Leucanthemum_vulgare_105547.jpeg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_123\Leucanthemum_vulgare\Leucanthemum_vulgare_105547.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Leucanthemum_vulgare/Leucanthemum_vulgare_105547.jpeg,No,Yes,No,4.240326798625507
Leucanthemum_vulgare_101280.jpeg,Leucanthemum vulgare,E:\iNaturalist	est_images_200\seed_123\Leucanthemum_vulgare\Leucanthemum_vulgare_101280.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Leucanthemum_vulgare/Leucanthemum_vulgare_101280.jpeg,No,Yes,No,3.612746747741692
Matricaria_chamomilla_113981.jpg,Matricaria chamomilla,E:\iNaturalist	est_images_200\seed_123\Matricaria_chamomilla\Matricaria_chamomilla_113981.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Matricaria_chamomilla/Matricaria_chamomilla_113981.jpg,No,Yes,No,3.711812202299113
Matricaria_chamomilla_111584.jpg,Matricaria chamomilla,E:\iNaturalist	est_images_200\seed_123\Matricaria_chamomilla\Matricaria_chamomilla_111584.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Matricaria_chamomilla/Matricaria_chamomilla_111584.jpg,No,Yes,No,5.369959995233224
Matricaria_chamomilla_112831.jpg,Matricaria chamomilla,E:\iNaturalist	est_images_200\seed_123\Matricaria_chamomilla\Matricaria_chamomilla_112831.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Matricaria_chamomilla/Matricaria_chamomilla_112831.jpg,No,Yes,No,3.575135264797335
Matricaria_chamomilla_112999.jpg,Matricaria chamomilla,E:\iNaturalist	est_images_200\seed_123\Matricaria_chamomilla\Matricaria_chamomilla_112999.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Matricaria_chamomilla/Matricaria_chamomilla_112999.jpg,No,Yes,No,2.79013830430844
Matricaria_chamomilla_114313.jpeg,Matricaria chamomilla,E:\iNaturalist	est_images_200\seed_123\Matricaria_chamomilla\Matricaria_chamomilla_114313.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Matricaria_chamomilla/Matricaria_chamomilla_114313.jpeg,No,Yes,No,3.365241403695587
Matricaria_chamomilla_114157.jpeg,Matricaria chamomilla,E:\iNaturalist	est_images_200\seed_123\Matricaria_chamomilla\Matricaria_chamomilla_114157.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Matricaria_chamomilla/Matricaria_chamomilla_114157.jpeg,No,Yes,No,5.065164646731279
Matricaria_chamomilla_114457.jpeg,Matricaria chamomilla,E:\iNaturalist	est_images_200\seed_123\Matricaria_chamomilla\Matricaria_chamomilla_114457.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Matricaria_chamomilla/Matricaria_chamomilla_114457.jpeg,No,Yes,No,3.2581321078699657
Matricaria_chamomilla_113646.jpeg,Matricaria chamomilla,E:\iNaturalist	est_images_200\seed_123\Matricaria_chamomilla\Matricaria_chamomilla_113646.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_123/Matricaria_chamomilla/Matricaria_chamomilla_113646.jpeg,No,Yes,No,4.059407027601004
