image_name,species,file_path,image_path,blurry_image,humans_present,other_taxa,niqe_score
Bellis_perennis_75256.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_75256.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_75256.jpg,No,No,Yes,2.5930171313622705
Bellis_perennis_78017.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_78017.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_78017.jpg,No,No,Yes,3.9134328479757694
Bellis_perennis_29316.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_29316.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_29316.jpg,No,No,Yes,3.9460536556793
Bellis_perennis_65573.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_65573.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_65573.jpg,No,No,Yes,3.029129628835878
Bellis_perennis_34327.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_34327.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_34327.jpg,No,No,Yes,4.084579531337443
Bellis_perennis_55644.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_55644.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_55644.jpg,No,No,Yes,6.1613910574151465
Bellis_perennis_49840.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_49840.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_49840.jpg,No,No,Yes,2.895524682476728
Bellis_perennis_24475.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_24475.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_24475.jpg,No,No,Yes,2.504258328975781
Bellis_perennis_48570.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_48570.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_48570.jpg,No,No,Yes,4.544371617296013
Bellis_perennis_33370.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_33370.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_33370.jpg,No,No,Yes,3.173414877531776
Bellis_perennis_17265.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_17265.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_17265.jpg,No,No,Yes,4.057529525960266
Bellis_perennis_48506.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_48506.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_48506.jpg,No,No,Yes,3.270560048403609
Bellis_perennis_65804.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_65804.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_65804.jpg,No,No,Yes,3.2405706890965806
Bellis_perennis_23355.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_23355.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_23355.jpg,No,No,Yes,3.9635976376053392
Bellis_perennis_49280.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_49280.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_49280.jpg,No,No,Yes,2.919139921970368
Bellis_perennis_67019.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_67019.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_67019.jpg,No,No,Yes,2.7571001280991143
Bellis_perennis_47692.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_47692.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_47692.jpg,No,No,Yes,2.815368483464876
Bellis_perennis_38762.jpg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_38762.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_38762.jpg,No,No,Yes,4.286057314679555
Bellis_perennis_45789.jpeg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_45789.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_45789.jpeg,No,No,Yes,4.229058623355544
Bellis_perennis_6743.jpeg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_6743.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_6743.jpeg,No,No,Yes,3.643988387914416
Bellis_perennis_11814.jpeg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_11814.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_11814.jpeg,No,No,Yes,4.421799090594192
Bellis_perennis_81473.jpeg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_81473.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_81473.jpeg,No,No,Yes,4.394922638394983
Bellis_perennis_41667.jpeg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_41667.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_41667.jpeg,No,No,Yes,3.243696608211404
Bellis_perennis_57013.jpeg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_57013.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_57013.jpeg,No,No,Yes,5.591165520070758
Bellis_perennis_66191.jpeg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_66191.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_66191.jpeg,No,No,Yes,3.155968509407824
Bellis_perennis_62623.jpeg,Bellis perennis,E:\iNaturalist	est_images_200\seed_42\Bellis_perennis\Bellis_perennis_62623.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_42/Bellis_perennis/Bellis_perennis_62623.jpeg,No,No,Yes,6.9359571156788
