image_name,species,file_path,image_path,blurry_image,humans_present,other_taxa,niqe_score
Bellis_perennis_42750.jpg,Bellis perennis,E:\iNaturalist\test_images_200\seed_456\Bellis_perennis\Bellis_perennis_42750.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_456/Bellis_perennis/Bellis_perennis_42750.jpg,No,No,No,6.331671979045931
Bellis_perennis_52303.jpg,Bellis perennis,E:\iNaturalist\test_images_200\seed_456\Bellis_perennis\Bellis_perennis_52303.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_456/Bellis_perennis/Bellis_perennis_52303.jpg,No,No,No,6.0994710839770345
Bellis_perennis_67264.jpeg,Bellis perennis,E:\iNaturalist\test_images_200\seed_456\Bellis_perennis\Bellis_perennis_67264.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_456/Bellis_perennis/Bellis_perennis_67264.jpeg,No,No,No,6.584700183028777
Bellis_perennis_51647.jpeg,Bellis perennis,E:\iNaturalist\test_images_200\seed_456\Bellis_perennis\Bellis_perennis_51647.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_456/Bellis_perennis/Bellis_perennis_51647.jpeg,No,No,No,8.341548430441625
Leucanthemum_vulgare_101517.jpg,Leucanthemum vulgare,E:\iNaturalist\test_images_200\seed_456\Leucanthemum_vulgare\Leucanthemum_vulgare_101517.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_456/Leucanthemum_vulgare/Leucanthemum_vulgare_101517.jpg,No,No,Yes,6.936462715781871
Leucanthemum_vulgare_88563.jpg,Leucanthemum vulgare,E:\iNaturalist\test_images_200\seed_456\Leucanthemum_vulgare\Leucanthemum_vulgare_88563.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_456/Leucanthemum_vulgare/Leucanthemum_vulgare_88563.jpg,No,No,Yes,6.900953690828218
Leucanthemum_vulgare_100058.jpeg,Leucanthemum vulgare,E:\iNaturalist\test_images_200\seed_456\Leucanthemum_vulgare\Leucanthemum_vulgare_100058.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_456/Leucanthemum_vulgare/Leucanthemum_vulgare_100058.jpeg,No,No,No,6.894972132395743
Leucanthemum_vulgare_109585.jpeg,Leucanthemum vulgare,E:\iNaturalist\test_images_200\seed_456\Leucanthemum_vulgare\Leucanthemum_vulgare_109585.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_456/Leucanthemum_vulgare/Leucanthemum_vulgare_109585.jpeg,No,No,No,6.333155427215955
Leucanthemum_vulgare_109175.jpeg,Leucanthemum vulgare,E:\iNaturalist\test_images_200\seed_456\Leucanthemum_vulgare\Leucanthemum_vulgare_109175.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_456/Leucanthemum_vulgare/Leucanthemum_vulgare_109175.jpeg,Yes,No,No,6.1482904945628665
Matricaria_chamomilla_111037.jpg,Matricaria chamomilla,E:\iNaturalist\test_images_200\seed_456\Matricaria_chamomilla\Matricaria_chamomilla_111037.jpg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_456/Matricaria_chamomilla/Matricaria_chamomilla_111037.jpg,No,No,No,6.057619373382589
Matricaria_chamomilla_114305.jpeg,Matricaria chamomilla,E:\iNaturalist\test_images_200\seed_456\Matricaria_chamomilla\Matricaria_chamomilla_114305.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_456/Matricaria_chamomilla/Matricaria_chamomilla_114305.jpeg,No,No,No,6.794286710046026
Matricaria_chamomilla_113197.jpeg,Matricaria chamomilla,E:\iNaturalist\test_images_200\seed_456\Matricaria_chamomilla\Matricaria_chamomilla_113197.jpeg,/kaggle/input/inaturalist-flower-images/test_images_200/seed_456/Matricaria_chamomilla/Matricaria_chamomilla_113197.jpeg,No,No,No,7.755561081746643
